titulo,preco_antigo,preco_novo,desconto,link
Capa Capinha Magsafe Para iPhone 16 Pro Max 15 14 13 12 11,55,"R$38,52",30% OFF,https://produto.mercadolivre.com.br/MLB-5256184482-capa-capinha-magsafe-para-iphone-16-pro-max-15-14-13-12-11-_JM#polycard_client=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
Smartphone Motorola Moto G24 - 128gb 8gb (4gb Ram+4gb Ram Boost) Ai Camera 50mp Night Vision - Grafite,899,R$729,18% OFF,https://www.mercadolivre.com.br/smartphone-motorola-moto-g24-128gb-8gb-4gb-ram4gb-ram-boost-ai-camera-50mp-night-vision-grafite/p/MLB34079118?pdp_filters=item_id%3AMLB5371415790#polycard_client=offers&wid=MLB5371415790&sid=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
Smart Tv 50'' Samsung Lh50bedhvggxzd Led Crystal Uhd 4k Hdr,3.299,R$2.969,10% OFF no Pix,https://www.mercadolivre.com.br/smart-tv-50-samsung-lh50bedhvggxzd-led-crystal-uhd-4k-hdr/p/MLB39022974?pdp_filters=item_id%3AMLB3986648179#polycard_client=offers&wid=MLB3986648179&sid=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
Console Xbox Series S Rrs-00006 512gb Standard Cor Robot White 2020,2.699,R$2.699,,https://www.mercadolivre.com.br/console-xbox-series-s-rrs-00006-512gb-standard-cor-robot-white-2020/p/MLB37371316?pdp_filters=item_id%3AMLB4042222329#polycard_client=offers&wid=MLB4042222329&sid=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
Inalador Nebulizador Mini Portátil Ultrassônico Potente C/mascara Bivolt Silencioso Kaizu,139,"R$125,91",10% OFF,https://www.mercadolivre.com.br/inalador-nebulizador-mini-portatil-ultrassnico-potente-cmascara-bivolt-silencioso-kaizu/p/MLB40378098?pdp_filters=item_id%3AMLB5376082576#polycard_client=offers&wid=MLB5376082576&sid=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
Jogo De Panela 4 Peças Indução Antiaderente Dark Grey Oster Cor Cinza-escuro,557,"R$378,99",31% OFF,https://www.mercadolivre.com.br/jogo-de-panela-4-pecas-induco-antiaderente-dark-grey-oster-cor-cinza-escuro/p/MLB34733736?pdp_filters=item_id%3AMLB3829102939#polycard_client=offers&wid=MLB3829102939&sid=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
Amortecedor Honda Bros 125/150/160/xre190 Central Pro-link,443,"R$387,60",12% OFF,https://produto.mercadolivre.com.br/MLB-3898044359-amortecedor-honda-bros-125150160xre190-central-pro-link-_JM#polycard_client=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a&wid=MLB3898044359&sid=offers
Nivel Laser Combinado De Linhas 15 Metros Com Pontos Bosch Gcl 2-15 C/ Case,967,R$599,38% OFF,https://www.mercadolivre.com.br/nivel-laser-combinado-de-linhas-15-metros-com-pontos-bosch-gcl-2-15-c-case/p/MLB28534008?pdp_filters=item_id%3AMLB4247370608#polycard_client=offers&wid=MLB4247370608&sid=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,1.425,"R$718,96",49% OFF no Pix,https://produto.mercadolivre.com.br/MLB-4022509389-smartphone-motorola-moto-g24-256gb-4gb-grafite-ubook-_JM#polycard_client=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a&wid=MLB4022509389&sid=offers
"Impressora Canon, Sistema De Tinta Original G3110 Multi Wi-fi, Cor Preta",929,"R$836,10",10% OFF,https://www.mercadolivre.com.br/impressora-canon-sistema-de-tinta-original-g3110-multi-wi-fi-cor-preta/p/MLB20541122?pdp_filters=item_id%3AMLB4001899885#polycard_client=offers&wid=MLB4001899885&sid=offers&deal_print_id=ceac91e6-ea88-4d6d-bd58-827418205365&tracking_id=a30cd903-3332-4b32-aa08-29590224dd4a
,,,,
"Impressora Canon, Sistema De Tinta Original G3110 Multi Wi-fi, Cor Preta",929,"R$836,10",10% OFF,https://www.mercadolivre.com.br/impressora-canon-sistema-de-tinta-original-g3110-multi-wi-fi-cor-preta/p/MLB20541122?pdp_filters=item_id%3AMLB4001899885#polycard_client=offers&wid=MLB4001899885&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Smart Tv 50 Philco Ptv50va4regb Roku Tv Led Dolby Audio,2.855,R$1.973,30% OFF no Pix,https://www.mercadolivre.com.br/smart-tv-50-philco-ptv50va4regb-roku-tv-led-dolby-audio/p/MLB44408782?pdp_filters=item_id%3AMLB5370173526#polycard_client=offers&wid=MLB5370173526&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Fraldas Descartáveis Infantis Premium Care Com 80 Unidades Tamanho M Pampers,189,"R$106,60",43% OFF,https://www.mercadolivre.com.br/fraldas-descartaveis-infantis-premium-care-com-80-unidades-tamanho-m-pampers/p/MLB23414307?pdp_filters=item_id%3AMLB3050378603#polycard_client=offers&wid=MLB3050378603&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Smart Tv 42 Led Aoc 42s5045/78g,1.550,R$1.450,6% OFF,https://www.mercadolivre.com.br/smart-tv-42-led-aoc-42s504578g/p/MLB44958995?pdp_filters=item_id%3AMLB5363668404#polycard_client=offers&wid=MLB5363668404&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Máquina De Lavar Semi-automática Tanquinho Colormaq 10kg 127v Prata,699,"R$569,99",18% OFF,https://www.mercadolivre.com.br/maquina-de-lavar-semi-automatica-tanquinho-colormaq-10kg-127v-prata/p/MLB14815389?pdp_filters=item_id%3AMLB4693910268#polycard_client=offers&wid=MLB4693910268&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Esmerilhadeira Angular 7 2.200 W Ga7020 Makita 220v,910,"R$721,05",20% OFF,https://www.mercadolivre.com.br/esmerilhadeira-angular-7-2200-w-ga7020-makita-220v/p/MLB15318536?pdp_filters=item_id%3AMLB5308409730#polycard_client=offers&wid=MLB5308409730&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
19 Peças Kit Utensilios Cozinha Tábua Em Silicone Espátula,138,"R$119,37",14% OFF,https://produto.mercadolivre.com.br/MLB-3728603665-19-pecas-kit-utensilios-cozinha-tabua-em-silicone-espatula-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Console Nintendo Switch Oled 64gb Branco Mario Kart 8 Deluxe 3 Meses De Assinatura Nintendo Switch Online,3.428,R$2.399,30% OFF,https://www.mercadolivre.com.br/console-nintendo-switch-oled-64gb-branco-mario-kart-8-deluxe-3-meses-de-assinatura-nintendo-switch-online/p/MLB40924086?pdp_filters=item_id%3AMLB3916715705#polycard_client=offers&wid=MLB3916715705&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Mini Esmerilhadeira Angular Bosch Professional Gws 700 De Azul Azul 710 W 220 V\n,399,R$399,,https://www.mercadolivre.com.br/mini-esmerilhadeira-angular-bosch-professional-gws-700-de-azul-azul-710-w-220-vn/p/MLB19109935?pdp_filters=item_id%3AMLB2830707614#polycard_client=offers&wid=MLB2830707614&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Bomba Pressurizadora De Água - P120 - 220v - Jst,260,"R$260,70",,https://www.mercadolivre.com.br/bomba-pressurizadora-de-agua-p120-220v-jst/p/MLB26053421?pdp_filters=item_id%3AMLB3901468236#polycard_client=offers&wid=MLB3901468236&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Intelbras Dc 3201 2k+ Alta Definição Câmera Veicular Duo Cor Preta,955,R$955,,https://www.mercadolivre.com.br/intelbras-dc-3201-2k-alta-definico-cmera-veicular-duo-cor-preta/p/MLB23437703?pdp_filters=item_id%3AMLB3614183681#polycard_client=offers&wid=MLB3614183681&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Kit2 Cadeiras Million Linho C/ Couro Pés Madeira Sala Jantar,1.332,"R$799,79",40% OFF,https://produto.mercadolivre.com.br/MLB-3999648189-kit2-cadeiras-million-linho-c-couro-pes-madeira-sala-jantar-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
"Tablet Samsung Galaxy Tab S10 Fe Wifi, 128gb, 8gb, Tela 10.9 90hz, S Pen E Capa Inclusas - Cinza",4.199,R$3.499,16% OFF,https://www.mercadolivre.com.br/tablet-samsung-galaxy-tab-s10-fe-wifi-128gb-8gb-tela-109-90hz-s-pen-e-capa-inclusas-cinza/p/MLB47885021?pdp_filters=item_id%3AMLB5354094574#polycard_client=offers&wid=MLB5354094574&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Geladeira Brastemp Frost Free Duplex Brm44h 375 Litros Cor Branco 220v,5.599,R$2.716,51% OFF,https://www.mercadolivre.com.br/geladeira-brastemp-frost-free-duplex-brm44h-375-litros-cor-branco-220v/p/MLB11101737?pdp_filters=item_id%3AMLB5371389728#polycard_client=offers&wid=MLB5371389728&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Caixa Amplificada Amvox Aca 1000 Newx 2 Woofers 8  1000w Bluetooth Preta Bivolt Sfm,1.098,R$1.098,,https://www.mercadolivre.com.br/caixa-amplificada-amvox-aca-1000-newx-2-woofers-8-1000w-bluetooth-preta-bivolt-sfm/p/MLB26797804?pdp_filters=item_id%3AMLB4571767276#polycard_client=offers&wid=MLB4571767276&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Cpu Gamer Intel Core I7 3.4ghz 16gb Ssd480g 4gb De Video,1.800,R$1.350,25% OFF,https://produto.mercadolivre.com.br/MLB-3902155946-cpu-gamer-intel-core-i7-34ghz-16gb-ssd480g-4gb-de-video-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB3902155946&sid=offers
Combo Ai Tv 65  Oled 4k 65s90d 2024 + Soundbar Hw-q600c,7.499,R$7.048,6% OFF,https://produto.mercadolivre.com.br/MLB-5364083372-combo-ai-tv-65-oled-4k-65s90d-2024-soundbar-hw-q600c-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB5364083372&sid=offers
Cpu I5-3470 | Ssd 240gb | 8gb Ram | Wi-fi | Win10 E Office,930,"R$586,37",36% OFF,https://produto.mercadolivre.com.br/MLB-4105222182-cpu-i5-3470-ssd-240gb-8gb-ram-wi-fi-win10-e-office-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB4105222182&sid=offers
4 Rádios Comunicador Walktalk Baofeng Bf777s Amador Toplinha,199,"R$181,99",9% OFF,https://www.mercadolivre.com.br/4-radios-comunicador-walktalk-baofeng-bf777s-amador-toplinha/p/MLB23094176?pdp_filters=item_id%3AMLB5024713902#polycard_client=offers&wid=MLB5024713902&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Martelete Perfurador Rompedor Professional 26mm 1300w Sds,443,"R$367,69",17% OFF,https://produto.mercadolivre.com.br/MLB-3561888587-martelete-perfurador-rompedor-professional-26mm-1300w-sds-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Gedore Robust Jogo De Ferramentas Oficina Master Maleta 178 Itens Cor Preto E Laranja,1.547,R$1.062,31% OFF,https://www.mercadolivre.com.br/gedore-robust-jogo-de-ferramentas-oficina-master-maleta-178-itens-cor-preto-e-laranja/p/MLB21017963?pdp_filters=item_id%3AMLB3988944191#polycard_client=offers&wid=MLB3988944191&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Banco De Jardim Frances 7 Réguas 150 Cm Madeira De Lei Praça,905,"R$833,96",7% OFF,https://produto.mercadolivre.com.br/MLB-2637228050-banco-de-jardim-frances-7-reguas-150-cm-madeira-de-lei-praca-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Kit 4 Pneus 175/70r13 Goodyear Kelly Edge Touring 2 82t Aro 13,1.626,R$1.447,11% OFF,https://www.mercadolivre.com.br/kit-4-pneus-17570r13-goodyear-kelly-edge-touring-2-82t-aro-13/p/MLB34101849?pdp_filters=item_id%3AMLB5357416728#polycard_client=offers&wid=MLB5357416728&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Serra Circular Profissional 7-1/4 Pol. 1600w 220v Deko Frequência 50/60hz,466,"R$373,59",20% OFF,https://www.mercadolivre.com.br/serra-circular-profissional-7-14-pol-1600w-220v-deko-frequncia-5060hz/p/MLB24781164?pdp_filters=item_id%3AMLB4356957212#polycard_client=offers&wid=MLB4356957212&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Lava Louças Blf08bs 8 Serviços Cor Prateado Brastemp 110v,3.499,R$2.241,35% OFF,https://www.mercadolivre.com.br/lava-loucas-blf08bs-8-servicos-cor-prateado-brastemp-110v/p/MLB19628776?pdp_filters=item_id%3AMLB5307232700#polycard_client=offers&wid=MLB5307232700&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Micro-ondas De Bancada Electrolux Branco 27l Com 55 Receitas Pré-programadas No Menu Online Mb37r 127v,769,"R$596,60",22% OFF no Pix ou Saldo no Mercado Pago,https://www.mercadolivre.com.br/micro-ondas-de-bancada-electrolux-branco-27l-com-55-receitas-pre-programadas-no-menu-online-mb37r-127v/p/MLB14058414?pdp_filters=item_id%3AMLB1646212445#polycard_client=offers&wid=MLB1646212445&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Estação De Musculação Com 80kg Aparelho Ginastic Cor Da Estrutura Cinza Cor Do Estofamento Preto,5.000,R$3.332,33% OFF,https://www.mercadolivre.com.br/estaco-de-musculaco-com-80kg-aparelho-ginastic-cor-da-estrutura-cinza-cor-do-estofamento-preto/p/MLB26989154?pdp_filters=item_id%3AMLB3467621229#polycard_client=offers&wid=MLB3467621229&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Smart Tv LG 32 Led Hd Hdmi Wi-fi Hdr Thinq Ai Airplay Alexa,1.448,R$1.303,10% OFF no Pix,https://www.mercadolivre.com.br/smart-tv-lg-32-led-hd-hdmi-wi-fi-hdr-thinq-ai-airplay-alexa/p/MLB41736143?pdp_filters=item_id%3AMLB3895547297#polycard_client=offers&wid=MLB3895547297&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
10 Barras Rodapé Frisado Mdf 7cm Amadeirado - Noce Oro,342,"R$280,96",18% OFF,https://produto.mercadolivre.com.br/MLB-4635303012-10-barras-rodape-frisado-mdf-7cm-amadeirado-noce-oro-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Jbl Fone De Ouvido On Ear Tune 720bt Preto,325,"R$325,41",,https://www.mercadolivre.com.br/jbl-fone-de-ouvido-on-ear-tune-720bt-preto/p/MLB24519483?pdp_filters=item_id%3AMLB5132999976#polycard_client=offers&wid=MLB5132999976&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
"Sofá Retrátil Reclinável King House Verona 2,00m Velut Cinza C/ Molas",1.889,R$1.228,35% OFF,https://www.mercadolivre.com.br/sofa-retratil-reclinavel-king-house-verona-200m-velut-cinza-c-molas/p/MLB26019798?pdp_filters=item_id%3AMLB3901464226#polycard_client=offers&wid=MLB3901464226&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Pistola De Pintura Elétrica Pulverizadora Tinta Com Bico De Metal Compressor De Tinta Viscosímetro Bico De Inflar Paint Pro 650w 220v,218,"R$207,95",5% OFF no Pix,https://www.mercadolivre.com.br/pistola-de-pintura-eletrica-pulverizadora-tinta-com-bico-de-metal-compressor-de-tinta-viscosimetro-bico-de-inflar-paint-pro-650w-220v/p/MLB35743662?pdp_filters=item_id%3AMLB3659186641#polycard_client=offers&wid=MLB3659186641&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Máquina De Costura Reta Elgin Genius Plus Jx-4035 Portátil,898,"R$801,50",10% OFF,https://produto.mercadolivre.com.br/MLB-2787075379-maquina-de-costura-reta-elgin-genius-plus-jx-4035-portatil-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
"Panela Pressao Ceramic.l Pressure Indução 5,4l Preta Brinox Cor Preto",349,R$349,,https://www.mercadolivre.com.br/panela-pressao-ceramicl-pressure-induco-54l-preta-brinox-cor-preto/p/MLB35714755?pdp_filters=item_id%3AMLB5273893408#polycard_client=offers&wid=MLB5273893408&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Computador Completo Intel I7 16gb Ssd 480gb 19 Strong Tech,1.600,R$1.328,17% OFF,https://produto.mercadolivre.com.br/MLB-5352032350-computador-completo-intel-i7-16gb-ssd-480gb-19-strong-tech-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB5352032350&sid=offers
Fio Elétrico Cabo Flexível 4mm Rolo 100 Metros.,128,"R$111,76",13% OFF,https://produto.mercadolivre.com.br/MLB-3426113251-fio-eletrico-cabo-flexivel-4mm-rolo-100-metros-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Console Sony Playstation 5 Digital Slim 1tb  Branco + Jogos Returnal E Ratchet & Clank + Controle Sem Fio Dualsense Branco,4.271,R$3.549,16% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=22GXcbMOnPRthM8wCnT4BAyAEleXUmjbYgkI0xg9XB%2BNd06pBwP3AL6DUnkRQDLvs91DBOcQSavqh01ZW3yuhYZ6xx5dsh6Rg5jBn3GpFTazLeq1M8znMXck0FmXauPgVDKT5NHZhA158hcfjqO%2BXXFInWhwHLgXTaIvZKOrkKbpHoVHEVpq%2Fs2zyl%2BDb%2FYMiyUOjcHUFdCDTgWkkak2NBIiN3uGgbjwa06ic%2Fyi%2BtA%2FO%2F8wwAuu5rzzIyDiKN3HRRZSEdcMchHmC%2BmL9KTCgIe9FOj3kG53j3GaW0yrP1suRUnIj57%2Fn%2BjCRINqri8lVMRSIj0fuoDrJEoDvYQOUJ%2BnQ3LYo%2BmAtrBdcgdhuRGB3QBugf%2FeuAMCrYPTbqq60A84BQG7f9sCRB8LAaXFSDkMcfq%2BU5rfMa5MoizAEvkLea4jJFLFOK%2BoSPLABDOfhdxYypJK3wOXQdxcbDxwbwhKQPi94ZsppEt1U9E0zv1vRl5T%2BZktXXNpQsAjfhqhqobOI1%2FWtci4NszoXcGkWWUCw%2Blh3xTkkmt%2BopAj8A%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fconsole-sony-playstation-5-digital-slim-1tb-branco-jogos-returnal-e-ratchet-clank-controle-sem-fio-dualsense-branco%2Fp%2FMLB37494438%23wid%3DMLB3792230407%26sid%3Doffers%26searchVariation%3DMLB37494438%26position%3D37%26search_layout%3Dgrid%26deal_print_id%3Da925db49-69b4-47f5-9a26-2655bcb09cfe%26tracking_id%3D111a501b-9bbd-45fe-976b-913354fecce8&lm=-226808513#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB3792230407&sid=offers
Creatina Monohidratada Pura 500g Dark Lab Unidade,97,"R$62,82",35% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=raLALj%2Ftya3YyGDIJboC8xpL2fYmwZAAzpvnnWC2XyBDoonoFfvxpnZBBjwjdwBE%2FhZUS%2FhwgWz%2F1pdY1sbdFxxPRlO0rSu0EUAw%2BbpyCqAOS%2Fqg7JObVUTcvDYjFVeSK8eBeclAapwkYJfC1QBS5dVpPOIL8DMrgFZyYOdTYZzyS1SHEImduaCJd4QZC5JvRr2AD%2FnUf68f0fmX%2B9NVzxZ7G2OJPWXfu%2BrCVnrBwyWRN%2BcU7taXN3XDQsT%2FWZ%2BA9UgTKxaCQY5aNOHYnEjGnyfCjidyyD0%2FWR%2Byn8ogU0XAZQ2kTX9UKGIShTcYCGakXeNV%2FqgtZakBFjjo8NZBGii2osfO8S%2FY7odNCC7MkAst67IzWh2Uh7T4HCX722%2FtbdNSsCUYSiy19FyU9wjxND9IgNaOu0EEpEq3ygki16DRrYwtShJhYBT1z%2FSJbqYhPH%2Fcay5opV%2BbAK6lt%2FmO0xHbJYa4%2FYJoBf9MluMzSOPcok3WA%2BoUOsXluj1oSkCI9O23%2BbHo8FGk5jCW20MaPY2Iv%2B5%2BaOgxh35K9RZnbgpY&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fcreatina-monohidratada-pura-500g-dark-lab-unidade%2Fp%2FMLB26796581%23wid%3DMLB4812143184%26sid%3Doffers%26searchVariation%3DMLB26796581%26position%3D38%26search_layout%3Dgrid%26deal_print_id%3Da925db49-69b4-47f5-9a26-2655bcb09cfe%26tracking_id%3D111a501b-9bbd-45fe-976b-913354fecce8&lm=-1835289849#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB4812143184&sid=offers
Estação De Musculação De 45kg Wct Fitness Cor Da Estrutura Preto Cor Do Estofamento Preto E Vermelho,3.000,R$1.965,34% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=VMwhoLGkeS6x7uq66YIELggGlsw%2BlWuCpXzVUv1TrT0%2BGDKNyPST9jtqRxEvZVfqmCkvX3lI5V9qLO4%2FM1EE4RMUIRcD7rcNyCeF%2Fe3wkQtA%2BdbVWJMTkhd3POphdYK7x%2B0adSjt9w1jyezB0Ck1tGR422zm769jdKSOiRqwSRBlYzl%2BOrq82bv8XhEngqH0bD2Vj6MZZHVh%2BVItiAUkado1d9RSh5GmueZeqlypUIc5%2BALemLo0z93qLQV%2BkN5GJl9qGecFv4SlvssrSOQCG0PU1JlbW6XhrgLYjpz0W0P1V0CkGp0O8x9TWbyrGcwkPMbf5ahYLDkrHze8J8vqVbsvPXK1tDX5nOd0SVwdpXZ4VBoInq5E8hl4jiYNvWkt2pHnxc2mCZGbacYhoCGey6oJnmIeDxpvTQ3ekuUxX%2FvNfZp9jIPCuxLr5twYBX3bdOWIGF77BYbzwEVdKbWve%2Bpx8vRc08jtqTc0jmgjXOtnQE7YicBtKEe01h8%2Fhe8lLbceD8I6FJIGiHFodjWuiga3WVSxE8ttslGwqaHbEXs%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Festaco-de-musculaco-de-45kg-wct-fitness-cor-da-estrutura-preto-cor-do-estofamento-preto-e-vermelho%2Fp%2FMLB24423814%23wid%3DMLB3373088145%26sid%3Doffers%26searchVariation%3DMLB24423814%26position%3D39%26search_layout%3Dgrid%26deal_print_id%3Da925db49-69b4-47f5-9a26-2655bcb09cfe%26tracking_id%3D111a501b-9bbd-45fe-976b-913354fecce8&lm=1816323574#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8&wid=MLB3373088145&sid=offers
Kit 4 Colágenos Renova Be Verisol Com Ácido Hialurônico Sabor 1 Cranberry 1 Tangerina 1 Limão 1 Pink,450,R$324,28% OFF,https://www.mercadolivre.com.br/kit-4-colagenos-renova-be-verisol-com-acido-hialurnico-sabor-1-cranberry-1-tangerina-1-limo-1-pink/p/MLB45657012?pdp_filters=item_id%3AMLB5270744562#polycard_client=offers&wid=MLB5270744562&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Cômoda Ditália 6 Gavetas Dm-221 Branco Cozy,639,"R$589,90",7% OFF,https://produto.mercadolivre.com.br/MLB-2753070800-cmoda-ditalia-6-gavetas-dm-221-branco-cozy-_JM#polycard_client=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
Talha Manual 1 Tonelada 1000 Kg Com Corrente 3 Metros Trato,399,"R$284,90",28% OFF no Pix,https://www.mercadolivre.com.br/talha-manual-1-tonelada-1000-kg-com-corrente-3-metros-trato/p/MLB32442714?pdp_filters=item_id%3AMLB3593418485#polycard_client=offers&wid=MLB3593418485&sid=offers&deal_print_id=a925db49-69b4-47f5-9a26-2655bcb09cfe&tracking_id=111a501b-9bbd-45fe-976b-913354fecce8
